sample_name,fazenda,date,planta,tratamento,parcela,ramo,no,s1,s2,s3,s4,s5,s6,flor,star,chumb,fruto,rv
ffelipe_p3_t5_parc11_rEsq_n3,felipe,2025-09-22,3,t5,11,Esq,3,0,0,0,0,0,0,24,0,0,0,0
ffelipe_p1_t6_parc12_rDir_n1,felipe,2025-09-22,1,t6,12,Dir,1,1,3,2,0,0,0,0,0,0,0,0
ffelipe_p2_t6_parc12_rDir_n1,felipe,2025-09-22,2,t6,12,Dir,1,0,4,5,0,0,0,0,0,0,0,0
ffelipe_p3_t6_parc12_rDir_n1,felipe,2025-09-22,3,t6,12,Dir,1,2,0,4,0,0,0,0,0,0,0,0
ffelipe_p1_t6_parc12_rDir_n2,felipe,2025-09-22,1,t6,12,Dir,2,0,0,0,0,0,4,4,0,0,0,0
ffelipe_p2_t6_parc12_rDir_n2,felipe,2025-09-22,2,t6,12,Dir,2,0,0,0,0,0,4,0,0,0,0,0
ffelipe_p3_t6_parc12_rDir_n2,felipe,2025-09-22,3,t6,12,Dir,2,0,0,0,0,0,4,0,0,0,0,0
ffelipe_p1_t6_parc12_rDir_n3,felipe,2025-09-22,1,t6,12,Dir,3,0,0,0,0,0,4,16,0,0,0,0
ffelipe_p2_t6_parc12_rDir_n3,felipe,2025-09-22,2,t6,12,Dir,3,0,0,0,0,0,3,3,0,0,0,0
ffelipe_p3_t6_parc12_rDir_n3,felipe,2025-09-22,3,t6,12,Dir,3,0,0,0,0,0,0,16,0,0,0,0
ffelipe_p1_t6_parc12_rEsq_n1,felipe,2025-09-22,1,t6,12,Esq,1,0,4,0,0,0,0,0,0,0,0,0
ffelipe_p2_t6_parc12_rEsq_n1,felipe,2025-09-22,2,t6,12,Esq,1,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t6_parc12_rEsq_n1,felipe,2025-09-22,3,t6,12,Esq,1,0,4,2,0,0,0,0,0,0,0,0
ffelipe_p1_t6_parc12_rEsq_n2,felipe,2025-09-22,1,t6,12,Esq,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p2_t6_parc12_rEsq_n2,felipe,2025-09-22,2,t6,12,Esq,2,0,0,0,0,0,0,32,0,0,0,0
ffelipe_p3_t6_parc12_rEsq_n2,felipe,2025-09-22,3,t6,12,Esq,2,0,0,0,0,0,2,28,0,0,0,0
ffelipe_p1_t6_parc12_rEsq_n3,felipe,2025-09-22,1,t6,12,Esq,3,0,0,0,0,0,6,4,0,0,0,0
ffelipe_p2_t6_parc12_rEsq_n3,felipe,2025-09-22,2,t6,12,Esq,3,0,0,0,0,0,0,28,0,0,0,0
ffelipe_p3_t6_parc12_rEsq_n3,felipe,2025-09-22,3,t6,12,Esq,3,0,0,0,0,0,0,29,0,0,0,0
ffelipe_p1_t1_parc13_rDir_n1,felipe,2025-09-22,1,t1,13,Dir,1,1,3,2,0,0,0,0,0,0,0,0
ffelipe_p2_t1_parc13_rDir_n1,felipe,2025-09-22,2,t1,13,Dir,1,0,0,0,2,0,3,0,0,0,0,0
ffelipe_p3_t1_parc13_rDir_n1,felipe,2025-09-22,3,t1,13,Dir,1,1,2,3,0,0,1,0,0,0,0,0
ffelipe_p1_t1_parc13_rDir_n2,felipe,2025-09-22,1,t1,13,Dir,2,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p2_t1_parc13_rDir_n2,felipe,2025-09-22,2,t1,13,Dir,2,0,0,0,0,0,1,20,0,0,0,0
ffelipe_p3_t1_parc13_rDir_n2,felipe,2025-09-22,3,t1,13,Dir,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p1_t1_parc13_rDir_n3,felipe,2025-09-22,1,t1,13,Dir,3,0,0,0,0,0,3,10,0,0,0,0
ffelipe_p2_t1_parc13_rDir_n3,felipe,2025-09-22,2,t1,13,Dir,3,0,0,0,0,0,0,29,0,0,0,0
ffelipe_p3_t1_parc13_rDir_n3,felipe,2025-09-22,3,t1,13,Dir,3,0,0,0,0,0,4,0,0,0,0,0
ffelipe_p1_t1_parc13_rEsq_n1,felipe,2025-09-22,1,t1,13,Esq,1,0,6,0,0,0,0,0,0,0,0,0
ffelipe_p2_t1_parc13_rEsq_n1,felipe,2025-09-22,2,t1,13,Esq,1,0,0,0,1,2,0,5,0,0,0,0
ffelipe_p3_t1_parc13_rEsq_n1,felipe,2025-09-22,3,t1,13,Esq,1,1,0,0,3,0,0,0,0,0,0,0
ffelipe_p1_t1_parc13_rEsq_n2,felipe,2025-09-22,1,t1,13,Esq,2,0,0,0,0,0,3,8,0,0,0,0
ffelipe_p2_t1_parc13_rEsq_n2,felipe,2025-09-22,2,t1,13,Esq,2,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p3_t1_parc13_rEsq_n2,felipe,2025-09-22,3,t1,13,Esq,2,0,0,0,0,1,0,9,0,0,0,0
ffelipe_p1_t1_parc13_rEsq_n3,felipe,2025-09-22,1,t1,13,Esq,3,0,0,0,0,0,6,4,0,0,0,0
ffelipe_p2_t1_parc13_rEsq_n3,felipe,2025-09-22,2,t1,13,Esq,3,0,0,0,0,0,0,30,0,0,0,0
ffelipe_p3_t1_parc13_rEsq_n3,felipe,2025-09-22,3,t1,13,Esq,3,0,0,0,0,0,0,8,0,0,0,0
ffelipe_p1_t2_parc14_rDir_n1,felipe,2025-09-22,1,t2,14,Dir,1,0,1,0,1,1,3,0,0,0,0,0
ffelipe_p2_t2_parc14_rDir_n1,felipe,2025-09-22,2,t2,14,Dir,1,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t2_parc14_rDir_n1,felipe,2025-09-22,3,t2,14,Dir,1,0,4,2,0,0,0,0,0,0,0,0
ffelipe_p1_t2_parc14_rDir_n2,felipe,2025-09-22,1,t2,14,Dir,2,0,1,0,0,0,0,18,0,0,0,0
ffelipe_p2_t2_parc14_rDir_n2,felipe,2025-09-22,2,t2,14,Dir,2,0,0,6,0,0,0,3,1,0,0,0
ffelipe_p3_t2_parc14_rDir_n2,felipe,2025-09-22,3,t2,14,Dir,2,0,1,0,0,0,0,15,0,0,0,0
ffelipe_p1_t2_parc14_rDir_n3,felipe,2025-09-22,1,t2,14,Dir,3,0,0,0,0,0,3,6,0,0,0,0
ffelipe_p2_t2_parc14_rDir_n3,felipe,2025-09-22,2,t2,14,Dir,3,0,0,0,0,0,3,20,0,0,0,0
ffelipe_p3_t2_parc14_rDir_n3,felipe,2025-09-22,3,t2,14,Dir,3,1,1,0,0,0,0,13,0,0,0,0
ffelipe_p1_t2_parc14_rEsq_n1,felipe,2025-09-22,1,t2,14,Esq,1,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p2_t2_parc14_rEsq_n1,felipe,2025-09-22,2,t2,14,Esq,1,0,3,2,0,0,0,0,0,0,0,0
ffelipe_p3_t2_parc14_rEsq_n1,felipe,2025-09-22,3,t2,14,Esq,1,1,1,0,0,0,0,18,0,0,0,0
ffelipe_p1_t2_parc14_rEsq_n2,felipe,2025-09-22,1,t2,14,Esq,2,0,0,0,0,0,3,12,0,0,0,0
ffelipe_p2_t2_parc14_rEsq_n2,felipe,2025-09-22,2,t2,14,Esq,2,0,1,0,0,0,0,12,0,0,0,0
ffelipe_p3_t2_parc14_rEsq_n2,felipe,2025-09-22,3,t2,14,Esq,2,0,0,1,0,0,0,23,0,0,0,0
ffelipe_p1_t2_parc14_rEsq_n3,felipe,2025-09-22,1,t2,14,Esq,3,0,0,0,0,0,0,21,0,0,0,0
ffelipe_p2_t2_parc14_rEsq_n3,felipe,2025-09-22,2,t2,14,Esq,3,0,0,0,0,0,2,24,0,0,0,0
ffelipe_p3_t2_parc14_rEsq_n3,felipe,2025-09-22,3,t2,14,Esq,3,0,0,0,0,0,0,35,0,0,0,0
ffelipe_p1_t3_parc15_rDir_n1,felipe,2025-09-22,1,t3,15,Dir,1,1,0,5,1,0,0,0,0,0,0,0
ffelipe_p2_t3_parc15_rDir_n1,felipe,2025-09-22,2,t3,15,Dir,1,2,5,0,0,0,0,0,0,0,0,0
ffelipe_p3_t3_parc15_rDir_n1,felipe,2025-09-22,3,t3,15,Dir,1,0,6,1,0,0,0,0,0,0,0,0
ffelipe_p1_t3_parc15_rDir_n2,felipe,2025-09-22,1,t3,15,Dir,2,0,0,1,0,0,5,0,0,0,0,0
ffelipe_p2_t3_parc15_rDir_n2,felipe,2025-09-22,2,t3,15,Dir,2,0,0,0,0,0,0,16,0,0,0,0
ffelipe_p3_t3_parc15_rDir_n2,felipe,2025-09-22,3,t3,15,Dir,2,0,0,2,0,0,4,0,0,0,0,0
ffelipe_p1_t3_parc15_rDir_n3,felipe,2025-09-22,1,t3,15,Dir,3,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p2_t3_parc15_rDir_n3,felipe,2025-09-22,2,t3,15,Dir,3,0,0,0,0,0,0,29,0,0,0,0
ffelipe_p3_t3_parc15_rDir_n3,felipe,2025-09-22,3,t3,15,Dir,3,0,0,0,0,0,4,2,0,0,0,0
ffelipe_p1_t3_parc15_rEsq_n1,felipe,2025-09-22,1,t3,15,Esq,1,0,2,0,0,1,0,5,0,0,0,0
ffelipe_p2_t3_parc15_rEsq_n1,felipe,2025-09-22,2,t3,15,Esq,1,0,3,1,2,2,0,0,0,0,0,0
ffelipe_p3_t3_parc15_rEsq_n1,felipe,2025-09-22,3,t3,15,Esq,1,0,1,0,0,0,3,7,0,0,0,0
ffelipe_p1_t3_parc15_rEsq_n2,felipe,2025-09-22,1,t3,15,Esq,2,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p2_t3_parc15_rEsq_n2,felipe,2025-09-22,2,t3,15,Esq,2,0,2,0,0,0,0,17,0,0,0,0
ffelipe_p3_t3_parc15_rEsq_n2,felipe,2025-09-22,3,t3,15,Esq,2,0,0,0,0,0,2,25,0,0,0,0
ffelipe_p1_t3_parc15_rEsq_n3,felipe,2025-09-22,1,t3,15,Esq,3,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p2_t3_parc15_rEsq_n3,felipe,2025-09-22,2,t3,15,Esq,3,0,0,0,0,0,4,8,0,0,0,0
ffelipe_p3_t3_parc15_rEsq_n3,felipe,2025-09-22,3,t3,15,Esq,3,0,0,0,0,0,0,40,0,0,0,0
ffelipe_p1_t4_parc16_rDir_n1,felipe,2025-09-22,1,t4,16,Dir,1,1,2,2,1,0,0,0,0,0,0,0
ffelipe_p2_t4_parc16_rDir_n1,felipe,2025-09-22,2,t4,16,Dir,1,0,5,4,1,0,0,0,0,0,0,0
ffelipe_p3_t4_parc16_rDir_n1,felipe,2025-09-22,3,t4,16,Dir,1,1,6,0,0,0,0,0,0,0,0,0
ffelipe_p1_t4_parc16_rDir_n2,felipe,2025-09-22,1,t4,16,Dir,2,0,1,2,3,0,0,2,0,0,0,0
ffelipe_p2_t4_parc16_rDir_n2,felipe,2025-09-22,2,t4,16,Dir,2,0,0,0,0,0,3,4,0,0,0,0
ffelipe_p3_t4_parc16_rDir_n2,felipe,2025-09-22,3,t4,16,Dir,2,0,0,0,0,2,2,0,0,0,0,0
ffelipe_p1_t4_parc16_rDir_n3,felipe,2025-09-22,1,t4,16,Dir,3,0,1,0,0,0,0,20,0,0,0,0
ffelipe_p2_t4_parc16_rDir_n3,felipe,2025-09-22,2,t4,16,Dir,3,0,0,0,0,0,1,19,0,0,0,0
ffelipe_p3_t4_parc16_rDir_n3,felipe,2025-09-22,3,t4,16,Dir,3,0,0,0,0,0,4,4,0,0,0,0
ffelipe_p1_t4_parc16_rEsq_n1,felipe,2025-09-22,1,t4,16,Esq,1,0,0,0,0,4,3,0,0,0,0,0
ffelipe_p2_t4_parc16_rEsq_n1,felipe,2025-09-22,2,t4,16,Esq,1,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t4_parc16_rEsq_n1,felipe,2025-09-22,3,t4,16,Esq,1,0,2,0,0,3,0,3,0,0,0,0
ffelipe_p1_t4_parc16_rEsq_n2,felipe,2025-09-22,1,t4,16,Esq,2,0,0,0,0,0,3,15,0,0,0,0
ffelipe_p2_t4_parc16_rEsq_n2,felipe,2025-09-22,2,t4,16,Esq,2,0,0,0,0,0,2,9,0,0,0,0
ffelipe_p3_t4_parc16_rEsq_n2,felipe,2025-09-22,3,t4,16,Esq,2,0,0,0,0,2,0,18,0,0,0,0
ffelipe_p1_t4_parc16_rEsq_n3,felipe,2025-09-22,1,t4,16,Esq,3,0,0,0,0,0,1,23,0,0,0,0
ffelipe_p2_t4_parc16_rEsq_n3,felipe,2025-09-22,2,t4,16,Esq,3,0,0,0,0,0,0,20,0,0,0,0
ffelipe_p3_t4_parc16_rEsq_n3,felipe,2025-09-22,3,t4,16,Esq,3,0,0,0,0,0,0,28,0,0,0,0
ffelipe_p1_t5_parc17_rDir_n1,felipe,2025-09-22,1,t5,17,Dir,1,0,3,0,0,0,0,3,0,0,0,0
ffelipe_p2_t5_parc17_rDir_n1,felipe,2025-09-22,2,t5,17,Dir,1,0,0,2,2,1,0,4,0,0,0,0
ffelipe_p3_t5_parc17_rDir_n1,felipe,2025-09-22,3,t5,17,Dir,1,0,5,3,0,0,0,0,0,0,0,0
ffelipe_p1_t5_parc17_rDir_n2,felipe,2025-09-22,1,t5,17,Dir,2,0,0,0,0,0,0,13,0,0,0,0
ffelipe_p2_t5_parc17_rDir_n2,felipe,2025-09-22,2,t5,17,Dir,2,0,0,0,0,0,0,19,0,0,0,0
ffelipe_p3_t5_parc17_rDir_n2,felipe,2025-09-22,3,t5,17,Dir,2,0,0,2,0,0,0,21,0,0,0,0
ffelipe_p1_t5_parc17_rDir_n3,felipe,2025-09-22,1,t5,17,Dir,3,0,0,0,0,0,0,20,0,0,0,0
ffelipe_p2_t5_parc17_rDir_n3,felipe,2025-09-22,2,t5,17,Dir,3,0,0,1,0,0,0,28,0,0,0,0
ffelipe_p3_t5_parc17_rDir_n3,felipe,2025-09-22,3,t5,17,Dir,3,0,0,0,0,0,2,20,0,0,0,0
ffelipe_p1_t5_parc17_rEsq_n1,felipe,2025-09-22,1,t5,17,Esq,1,0,2,0,0,0,4,0,0,0,0,0
ffelipe_p2_t5_parc17_rEsq_n1,felipe,2025-09-22,2,t5,17,Esq,1,1,2,1,2,1,0,0,0,0,0,0
ffelipe_p3_t5_parc17_rEsq_n1,felipe,2025-09-22,3,t5,17,Esq,1,1,2,3,0,0,0,0,0,0,0,0
ffelipe_p1_t5_parc17_rEsq_n2,felipe,2025-09-22,1,t5,17,Esq,2,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p2_t5_parc17_rEsq_n2,felipe,2025-09-22,2,t5,17,Esq,2,0,0,0,0,0,1,32,0,0,0,0
ffelipe_p3_t5_parc17_rEsq_n2,felipe,2025-09-22,3,t5,17,Esq,2,0,0,0,0,0,0,15,0,0,0,0
ffelipe_p1_t5_parc17_rEsq_n3,felipe,2025-09-22,1,t5,17,Esq,3,0,0,0,0,0,3,27,0,0,0,0
ffelipe_p2_t5_parc17_rEsq_n3,felipe,2025-09-22,2,t5,17,Esq,3,0,0,0,0,0,0,32,0,0,0,0
ffelipe_p3_t5_parc17_rEsq_n3,felipe,2025-09-22,3,t5,17,Esq,3,0,0,0,0,0,0,32,0,0,0,0
ffelipe_p1_t6_parc18_rDir_n1,felipe,2025-09-22,1,t6,18,Dir,1,0,2,0,0,0,4,0,0,0,0,0
ffelipe_p2_t6_parc18_rDir_n1,felipe,2025-09-22,2,t6,18,Dir,1,1,2,1,1,0,1,0,0,0,0,0
ffelipe_p3_t6_parc18_rDir_n1,felipe,2025-09-22,3,t6,18,Dir,1,0,0,6,1,0,0,0,0,0,0,0
ffelipe_p1_t6_parc18_rDir_n2,felipe,2025-09-22,1,t6,18,Dir,2,0,0,0,0,0,6,1,0,0,0,0
ffelipe_p2_t6_parc18_rDir_n2,felipe,2025-09-22,2,t6,18,Dir,2,1,0,0,0,0,5,1,0,0,0,0
ffelipe_p3_t6_parc18_rDir_n2,felipe,2025-09-22,3,t6,18,Dir,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p1_t6_parc18_rDir_n3,felipe,2025-09-22,1,t6,18,Dir,3,0,0,0,0,0,3,7,0,0,0,0
ffelipe_p2_t6_parc18_rDir_n3,felipe,2025-09-22,2,t6,18,Dir,3,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t6_parc18_rDir_n3,felipe,2025-09-22,3,t6,18,Dir,3,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p1_t6_parc18_rEsq_n1,felipe,2025-09-22,1,t6,18,Esq,1,0,1,0,0,0,5,0,0,0,0,0
ffelipe_p2_t6_parc18_rEsq_n1,felipe,2025-09-22,2,t6,18,Esq,1,0,3,0,0,0,3,0,0,0,0,0
ffelipe_p3_t6_parc18_rEsq_n1,felipe,2025-09-22,3,t6,18,Esq,1,3,0,1,0,0,0,0,0,0,0,0
ffelipe_p1_t6_parc18_rEsq_n2,felipe,2025-09-22,1,t6,18,Esq,2,0,0,0,0,0,0,29,0,0,0,0
ffelipe_p2_t6_parc18_rEsq_n2,felipe,2025-09-22,2,t6,18,Esq,2,0,0,0,0,0,3,4,0,0,0,0
ffelipe_p3_t6_parc18_rEsq_n2,felipe,2025-09-22,3,t6,18,Esq,2,0,2,0,0,0,5,0,0,0,0,0
ffelipe_p1_t6_parc18_rEsq_n3,felipe,2025-09-22,1,t6,18,Esq,3,0,0,0,0,0,0,24,0,0,0,0
ffelipe_p2_t6_parc18_rEsq_n3,felipe,2025-09-22,2,t6,18,Esq,3,0,0,0,0,0,0,24,0,0,0,0
ffelipe_p3_t6_parc18_rEsq_n3,felipe,2025-09-22,3,t6,18,Esq,3,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p1_t1_parc19_rDir_n1,felipe,2025-09-22,1,t1,19,Dir,1,0,1,6,0,0,0,0,0,0,0,0
ffelipe_p2_t1_parc19_rDir_n1,felipe,2025-09-22,2,t1,19,Dir,1,1,2,3,0,0,0,0,0,0,0,0
ffelipe_p3_t1_parc19_rDir_n1,felipe,2025-09-22,3,t1,19,Dir,1,1,1,0,0,0,0,16,0,0,0,0
ffelipe_p1_t1_parc19_rDir_n2,felipe,2025-09-22,1,t1,19,Dir,2,0,0,0,0,0,7,0,0,0,0,0
ffelipe_p2_t1_parc19_rDir_n2,felipe,2025-09-22,2,t1,19,Dir,2,0,2,0,0,0,5,0,0,0,0,0
ffelipe_p3_t1_parc19_rDir_n2,felipe,2025-09-22,3,t1,19,Dir,2,0,0,0,0,0,0,24,0,0,0,0
ffelipe_p1_t1_parc19_rDir_n3,felipe,2025-09-22,1,t1,19,Dir,3,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p2_t1_parc19_rDir_n3,felipe,2025-09-22,2,t1,19,Dir,3,0,0,0,0,0,7,1,0,0,0,0
ffelipe_p3_t1_parc19_rDir_n3,felipe,2025-09-22,3,t1,19,Dir,3,0,0,0,0,0,1,13,0,0,0,0
ffelipe_p1_t1_parc19_rEsq_n1,felipe,2025-09-22,1,t1,19,Esq,1,1,2,2,0,0,0,0,0,0,0,0
ffelipe_p2_t1_parc19_rEsq_n1,felipe,2025-09-22,2,t1,19,Esq,1,0,3,0,0,0,2,0,0,0,0,0
ffelipe_p3_t1_parc19_rEsq_n1,felipe,2025-09-22,3,t1,19,Esq,1,0,4,1,0,1,0,0,0,0,0,0
ffelipe_p1_t1_parc19_rEsq_n2,felipe,2025-09-22,1,t1,19,Esq,2,2,1,3,0,0,0,0,0,0,0,0
ffelipe_p2_t1_parc19_rEsq_n2,felipe,2025-09-22,2,t1,19,Esq,2,1,0,0,0,0,4,0,0,0,0,0
ffelipe_p3_t1_parc19_rEsq_n2,felipe,2025-09-22,3,t1,19,Esq,2,0,0,0,0,0,4,14,0,0,0,0
ffelipe_p1_t1_parc19_rEsq_n3,felipe,2025-09-22,1,t1,19,Esq,3,0,0,0,0,0,3,15,0,0,0,0
ffelipe_p2_t1_parc19_rEsq_n3,felipe,2025-09-22,2,t1,19,Esq,3,0,0,0,0,0,2,21,0,0,0,0
ffelipe_p3_t1_parc19_rEsq_n3,felipe,2025-09-22,3,t1,19,Esq,3,0,2,3,0,1,0,0,0,0,0,0
ffelipe_p1_t2_parc20_rDir_n1,felipe,2025-09-22,1,t2,20,Dir,1,0,0,0,0,0,3,7,0,0,0,0
ffelipe_p2_t2_parc20_rDir_n1,felipe,2025-09-22,2,t2,20,Dir,1,3,4,0,0,0,0,0,0,0,0,0
ffelipe_p3_t2_parc20_rDir_n1,felipe,2025-09-22,3,t2,20,Dir,1,2,3,1,1,0,0,0,0,0,0,0
ffelipe_p1_t2_parc20_rDir_n2,felipe,2025-09-22,1,t2,20,Dir,2,0,0,0,0,0,5,2,0,0,0,0
ffelipe_p2_t2_parc20_rDir_n2,felipe,2025-09-22,2,t2,20,Dir,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t2_parc20_rDir_n2,felipe,2025-09-22,3,t2,20,Dir,2,0,0,0,0,0,0,19,0,0,0,0
ffelipe_p1_t2_parc20_rDir_n3,felipe,2025-09-22,1,t2,20,Dir,3,0,0,0,0,0,4,8,0,0,0,0
ffelipe_p2_t2_parc20_rDir_n3,felipe,2025-09-22,2,t2,20,Dir,3,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t2_parc20_rDir_n3,felipe,2025-09-22,3,t2,20,Dir,3,0,0,0,0,0,1,15,0,0,0,0
ffelipe_p1_t2_parc20_rEsq_n1,felipe,2025-09-22,1,t2,20,Esq,1,0,0,0,0,0,1,26,0,0,0,0
ffelipe_p2_t2_parc20_rEsq_n1,felipe,2025-09-22,2,t2,20,Esq,1,0,0,0,0,1,4,13,0,0,0,0
ffelipe_p3_t2_parc20_rEsq_n1,felipe,2025-09-22,3,t2,20,Esq,1,0,3,1,0,1,1,0,0,0,0,0
ffelipe_p1_t2_parc20_rEsq_n2,felipe,2025-09-22,1,t2,20,Esq,2,0,0,0,0,0,0,28,0,0,0,0
ffelipe_p2_t2_parc20_rEsq_n2,felipe,2025-09-22,2,t2,20,Esq,2,0,0,0,0,0,3,13,0,0,0,0
ffelipe_p3_t2_parc20_rEsq_n2,felipe,2025-09-22,3,t2,20,Esq,2,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p1_t2_parc20_rEsq_n3,felipe,2025-09-22,1,t2,20,Esq,3,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p2_t2_parc20_rEsq_n3,felipe,2025-09-22,2,t2,20,Esq,3,0,1,0,0,0,5,8,0,0,0,0
ffelipe_p3_t2_parc20_rEsq_n3,felipe,2025-09-22,3,t2,20,Esq,3,0,0,0,0,0,2,22,0,0,0,0
ffelipe_p1_t3_parc21_rDir_n1,felipe,2025-09-22,1,t3,21,Dir,1,0,1,2,1,0,0,4,0,0,0,0
ffelipe_p2_t3_parc21_rDir_n1,felipe,2025-09-22,2,t3,21,Dir,1,0,2,5,0,0,1,0,0,0,0,0
ffelipe_p3_t3_parc21_rDir_n1,felipe,2025-09-22,3,t3,21,Dir,1,0,0,0,0,0,6,0,0,0,0,0
ffelipe_p1_t3_parc21_rDir_n2,felipe,2025-09-22,1,t3,21,Dir,2,0,0,0,0,0,0,21,0,0,0,0
ffelipe_p2_t3_parc21_rDir_n2,felipe,2025-09-22,2,t3,21,Dir,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t3_parc21_rDir_n2,felipe,2025-09-22,3,t3,21,Dir,2,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p1_t3_parc21_rDir_n3,felipe,2025-09-22,1,t3,21,Dir,3,0,0,0,0,0,1,23,0,0,0,0
ffelipe_p2_t3_parc21_rDir_n3,felipe,2025-09-22,2,t3,21,Dir,3,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p3_t3_parc21_rDir_n3,felipe,2025-09-22,3,t3,21,Dir,3,0,0,0,0,0,1,25,0,0,0,0
ffelipe_p1_t3_parc21_rEsq_n1,felipe,2025-09-22,1,t3,21,Esq,1,0,0,0,0,0,5,0,0,0,0,0
ffelipe_p2_t3_parc21_rEsq_n1,felipe,2025-09-22,2,t3,21,Esq,1,1,1,0,0,0,0,20,0,0,0,0
ffelipe_p3_t3_parc21_rEsq_n1,felipe,2025-09-22,3,t3,21,Esq,1,1,2,1,3,0,0,0,0,0,0,0
ffelipe_p1_t3_parc21_rEsq_n2,felipe,2025-09-22,1,t3,21,Esq,2,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p2_t3_parc21_rEsq_n2,felipe,2025-09-22,2,t3,21,Esq,2,0,0,0,0,0,0,16,0,0,0,0
ffelipe_p3_t3_parc21_rEsq_n2,felipe,2025-09-22,3,t3,21,Esq,2,0,0,0,0,0,7,0,0,0,0,0
ffelipe_p1_t3_parc21_rEsq_n3,felipe,2025-09-22,1,t3,21,Esq,3,0,0,0,0,0,0,25,0,0,0,0
ffelipe_p2_t3_parc21_rEsq_n3,felipe,2025-09-22,2,t3,21,Esq,3,0,0,0,0,0,0,23,0,0,0,0
ffelipe_p3_t3_parc21_rEsq_n3,felipe,2025-09-22,3,t3,21,Esq,3,0,0,0,0,0,3,10,0,0,0,0
ffelipe_p1_t4_parc22_rDir_n1,felipe,2025-09-22,1,t4,22,Dir,1,0,4,4,0,0,0,0,0,0,0,0
ffelipe_p2_t4_parc22_rDir_n1,felipe,2025-09-22,2,t4,22,Dir,1,0,8,0,0,0,0,0,0,0,0,0
ffelipe_p3_t4_parc22_rDir_n1,felipe,2025-09-22,3,t4,22,Dir,1,1,4,1,0,0,0,0,0,0,0,0
ffelipe_p1_t4_parc22_rDir_n2,felipe,2025-09-22,1,t4,22,Dir,2,0,0,0,0,0,3,14,0,0,0,0
ffelipe_p2_t4_parc22_rDir_n2,felipe,2025-09-22,2,t4,22,Dir,2,0,1,1,1,0,0,14,0,0,0,0
ffelipe_p3_t4_parc22_rDir_n2,felipe,2025-09-22,3,t4,22,Dir,2,0,1,1,2,0,2,1,0,0,0,0
ffelipe_p1_t4_parc22_rDir_n3,felipe,2025-09-22,1,t4,22,Dir,3,0,0,0,0,0,6,4,0,0,0,0
ffelipe_p2_t4_parc22_rDir_n3,felipe,2025-09-22,2,t4,22,Dir,3,0,0,2,0,0,0,22,0,0,0,0
ffelipe_p3_t4_parc22_rDir_n3,felipe,2025-09-22,3,t4,22,Dir,3,0,0,0,0,0,0,22,0,0,0,0
ffelipe_p1_t4_parc22_rEsq_n1,felipe,2025-09-22,1,t4,22,Esq,1,0,1,2,0,2,0,1,0,0,0,0
ffelipe_p2_t4_parc22_rEsq_n1,felipe,2025-09-22,2,t4,22,Esq,1,0,3,2,0,0,0,0,0,0,0,0
ffelipe_p3_t4_parc22_rEsq_n1,felipe,2025-09-22,3,t4,22,Esq,1,1,2,1,0,0,0,5,0,0,0,0
ffelipe_p1_t4_parc22_rEsq_n2,felipe,2025-09-22,1,t4,22,Esq,2,0,0,0,0,0,0,13,0,0,0,0
ffelipe_p2_t4_parc22_rEsq_n2,felipe,2025-09-22,2,t4,22,Esq,2,0,1,0,2,0,1,4,0,0,0,0
ffelipe_p3_t4_parc22_rEsq_n2,felipe,2025-09-22,3,t4,22,Esq,2,0,0,0,1,0,0,26,0,0,0,0
ffelipe_p1_t4_parc22_rEsq_n3,felipe,2025-09-22,1,t4,22,Esq,3,0,0,0,0,0,0,28,0,0,0,0
ffelipe_p2_t4_parc22_rEsq_n3,felipe,2025-09-22,2,t4,22,Esq,3,0,0,0,0,0,2,10,0,0,0,0
ffelipe_p3_t4_parc22_rEsq_n3,felipe,2025-09-22,3,t4,22,Esq,3,0,0,0,0,0,0,20,0,0,0,0
ffelipe_p1_t5_parc23_rDir_n1,felipe,2025-09-22,1,t5,23,Dir,1,2,5,0,0,0,0,0,0,0,0,0
